,EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours
3398,3399,M,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,46.0,4.32,79.65
3399,3400,M,Kelowna,Meat Cutter,Meats,Kelowna,Stores,34.0,7.12,35.12
3400,3401,F,Victoria,Meat Cutter,Meats,Victoria,Stores,55.0,4.89,127.04
3401,3402,M,Sparwood,Meat Cutter,Meats,Cranbrook,Stores,31.0,3.45,10.28
3402,3403,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,48.0,3.13,142.1
3403,3404,F,Lakeview Heights,Meat Cutter,Meats,Kelowna,Stores,28.0,5.72,0.0
3404,3405,F,Trail,Meat Cutter,Meats,Trail,Stores,32.0,0.48,0.0
3405,3406,M,Surrey,Meat Cutter,Meats,Surrey,Stores,39.0,4.94,44.07
3406,3407,F,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,35.0,7.43,13.38
3407,3408,F,Cranbrook,Produce Clerk,Produce,Cranbrook,Stores,41.0,4.46,49.0
3408,3409,M,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,53.0,3.67,121.22
3409,3410,F,Port Mcneill,Meat Cutter,Meats,Nanaimo,Stores,39.0,2.68,98.9
3410,3411,M,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,38.0,4.87,46.03
3411,3412,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,38.0,5.59,15.43
3412,3413,F,Fort Langley,Produce Clerk,Produce,Langley,Stores,49.0,1.6,86.36
3413,3414,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,50.0,6.86,91.39
3414,3415,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,46.0,5.36,91.96
3415,3416,F,Trail,Meat Cutter,Meats,Trail,Stores,48.0,2.97,98.64
3416,3417,F,Aiyansh,Meat Cutter,Meats,Terrace,Stores,64.0,3.09,167.54
3417,3418,M,Kamloops,Meat Cutter,Meats,Kamloops,Stores,45.0,2.45,44.23
3418,3419,F,Campbell River,Produce Clerk,Produce,Nanaimo,Stores,42.0,4.46,44.54
3419,3420,M,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,46.0,5.77,19.14
3420,3421,F,Bob Quinn Lake,Produce Clerk,Produce,Terrace,Stores,49.0,6.67,142.13
3421,3422,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,31.0,4.08,0.0
3422,3423,M,Surrey,Produce Clerk,Produce,Surrey,Stores,42.0,5.0,87.51
3423,3424,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43.0,5.99,95.77
3424,3425,M,Parson,Meat Cutter,Meats,Cranbrook,Stores,56.0,5.64,124.86
3425,3426,F,South Slocan,Meat Cutter,Meats,Trail,Stores,35.0,3.43,24.94
3426,3427,F,Coquitlam,Produce Clerk,Produce,Nanaimo,Stores,35.0,3.48,27.09
3427,3428,F,Langley,Produce Clerk,Produce,Langley,Stores,46.0,6.44,79.68
3428,3429,F,New Westminister,Meat Cutter,Meats,New Westminister,Stores,42.0,6.58,102.49
3429,3430,F,Penticton,Meat Cutter,Meats,Kelowna,Stores,44.0,4.99,95.37
3430,3431,F,Kaslo,Meat Cutter,Meats,Cranbrook,Stores,31.0,3.15,0.0
3431,3432,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47.0,5.04,41.04
3432,3433,M,Victoria,Baker,Bakery,Victoria,Stores,52.0,4.31,132.82
3433,3434,M,Fort Fraser,Meat Cutter,Meats,Prince George,Stores,66.0,2.32,172.64
3434,3435,F,Victoria,Meat Cutter,Meats,Victoria,Stores,43.0,5.22,78.01
3435,3436,F,Summerland,Meat Cutter,Meats,Kelowna,Stores,45.0,5.48,61.73
3436,3437,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,56.0,2.32,178.5
3437,3438,M,Wynndel,Produce Clerk,Produce,Cranbrook,Stores,58.0,4.74,135.84
3438,3439,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,36.0,6.66,12.71
3439,3440,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,37.0,3.28,32.99
3440,3441,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.0,2.45,69.4
3441,3442,M,Victoria,Meat Cutter,Meats,Victoria,Stores,44.0,7.16,39.51
3442,3443,M,Surrey,Produce Clerk,Produce,Surrey,Stores,37.0,6.38,0.0
3443,3444,M,Victoria,Meat Cutter,Meats,Victoria,Stores,49.0,4.38,32.53
3444,3445,M,Vernon,Produce Clerk,Produce,Vernon,Stores,53.0,2.89,5.1
3445,3446,M,Port Hardy,Produce Clerk,Produce,Nanaimo,Stores,40.0,5.06,22.43
3446,3447,F,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,45.0,2.7,28.63
3447,3448,M,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,45.0,4.79,77.64
3448,3449,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,18.0,3.75,0.0
3449,3450,M,Fort St John,Meat Cutter,Meats,Fort St John,Stores,42.0,4.34,18.89
3450,3451,M,West Vancouver,Meat Cutter,Meats,West Vancouver,Stores,64.0,5.96,131.27
3451,3452,M,Port Coquitlam,Produce Clerk,Produce,Port Coquitlam,Stores,38.0,4.7,35.04
3452,3453,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,38.0,1.63,64.1
3453,3454,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,44.0,5.1,39.62
3454,3455,F,Fort St James,Meat Cutter,Meats,Prince George,Stores,38.0,3.69,91.31
3455,3456,M,Creston,Meat Cutter,Meats,Cranbrook,Stores,47.0,1.84,51.55
3456,3457,M,Alexis Creek,Produce Clerk,Produce,Williams Lake,Stores,34.0,6.13,15.59
3457,3458,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,53.0,3.01,102.08
3458,3459,M,North Vancouver,Produce Clerk,Produce,North Vancouver,Stores,29.0,7.54,0.0
3459,3460,M,Taylor,Produce Clerk,Produce,Fort St John,Stores,43.0,5.07,87.25
3460,3461,M,Comox,Produce Clerk,Produce,Nanaimo,Stores,41.0,3.3,30.31
3461,3462,F,Oyster River,Produce Clerk,Produce,Nanaimo,Stores,66.0,2.9,193.18
3462,3463,M,Victoria,Baker,Bakery,Victoria,Stores,45.0,6.36,76.42
3463,3464,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,23.0,6.41,0.0
3464,3465,F,Cranbrook,Produce Clerk,Produce,Cranbrook,Stores,47.0,5.61,78.85
3465,3466,F,Langley,Produce Clerk,Produce,Langley,Stores,36.0,4.5,66.43
3466,3467,F,Richmond,Meat Cutter,Meats,Richmond,Stores,46.0,2.92,33.95
3467,3468,M,Montney,Meat Cutter,Meats,Fort St John,Stores,51.0,3.36,94.63
3468,3469,F,Smithers,Produce Clerk,Produce,Terrace,Stores,62.0,4.29,162.64
3469,3470,F,Abbotsford,Produce Clerk,Produce,Abbotsford,Stores,32.0,4.07,0.0
3470,3471,F,Surrey,Produce Clerk,Produce,Surrey,Stores,60.0,5.29,182.48
3471,3472,M,Cluculz Lake,Produce Clerk,Produce,Prince George,Stores,36.0,4.65,16.65
3472,3473,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,36.0,4.58,2.89
3473,3474,M,Nelson,Produce Clerk,Produce,Nelson,Stores,37.0,4.4,5.69
3474,3475,F,Skookumchuck,Meat Cutter,Meats,Nanaimo,Stores,45.0,6.47,82.65
3475,3476,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,39.0,1.73,24.9
3476,3477,F,Victoria,Meat Cutter,Meats,Victoria,Stores,51.0,5.11,78.89
3477,3478,M,Williams Lake,Produce Clerk,Produce,Williams Lake,Stores,39.0,4.6,40.54
3478,3479,M,Victoria,Meat Cutter,Meats,Victoria,Stores,43.0,5.99,88.19
3479,3480,M,Okanagan Falls,Cashier,Customer Service,Bella Bella,Stores,43.0,3.88,16.71
3480,3481,F,Nakusp,Produce Clerk,Produce,Nelson,Stores,38.0,5.33,74.39
3481,3482,F,Richmond,Meat Cutter,Meats,Richmond,Stores,29.0,4.1,8.24
3482,3483,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,39.0,6.02,55.02
3483,3484,F,Salmon Arm,Produce Clerk,Produce,Kamloops,Stores,51.0,3.96,114.5
3484,3485,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,43.0,3.36,49.45
3485,3486,M,Surrey,Produce Clerk,Produce,Surrey,Stores,51.0,6.92,68.65
3486,3487,F,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,43.0,3.05,43.28
3487,3488,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,37.0,3.38,0.0
3488,3489,M,Riske Creek,Produce Clerk,Produce,Williams Lake,Stores,63.0,3.86,141.73
3489,3490,F,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,40.0,5.29,86.36
3490,3491,F,Fruitvale,Meat Cutter,Meats,Kelowna,Stores,44.0,4.94,124.72
3491,3492,F,Victoria,Meat Cutter,Meats,Victoria,Stores,47.0,5.53,78.32
3492,3493,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,27.0,5.28,0.0
3493,3494,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41.0,2.99,0.0
3494,3495,F,Huntingdon,Meat Cutter,Meats,Abbotsford,Stores,26.0,5.17,0.0
3495,3496,F,Westbank,Meat Cutter,Meats,Kelowna,Stores,46.0,6.79,92.73
3496,3497,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,31.0,4.91,28.53
3497,3498,M,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,64.0,4.41,123.67
3498,3499,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,51.0,5.36,147.82
3499,3500,M,Trail,Produce Clerk,Produce,Trail,Stores,57.0,3.78,124.35
3500,3501,F,Surrey,Produce Clerk,Produce,Surrey,Stores,49.0,6.77,103.05
3501,3502,M,Surrey,Produce Clerk,Produce,Surrey,Stores,38.0,5.45,42.72
3502,3503,M,Fort Nelson,Processed Foods Manager,Processed Foods,Fort Nelson,Stores,42.0,4.82,62.95
3503,3504,F,Wildwood,Produce Clerk,Produce,Nanaimo,Stores,47.0,5.58,66.24
3504,3505,M,Victoria,Meat Cutter,Meats,Victoria,Stores,50.0,4.62,99.97
3505,3506,F,Victoria,Produce Clerk,Produce,Victoria,Stores,43.0,4.1,96.98
3506,3507,M,Lakeview Heights,Meat Cutter,Meats,Kelowna,Stores,48.0,4.87,80.12
3507,3508,M,Richmond,Meat Cutter,Meats,Richmond,Stores,48.0,6.32,74.89
3508,3509,F,Terrace,Meat Cutter,Meats,Terrace,Stores,61.0,4.1,146.76
3509,3510,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41.0,3.65,73.02
3510,3511,F,Fort St John,Produce Clerk,Produce,Fort St John,Stores,46.0,6.82,90.47
3511,3512,F,Hedley,Produce Clerk,Produce,Princeton,Stores,50.0,3.59,63.85
3512,3513,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,45.0,2.43,104.11
3513,3514,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41.0,2.02,53.65
3514,3515,F,Richmond,Meat Cutter,Meats,Richmond,Stores,46.0,6.38,112.75
3515,3516,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,46.0,3.95,67.14
3516,3517,F,Midway,Produce Clerk,Produce,Trail,Stores,47.0,3.29,93.42
3517,3518,F,Langley,Produce Clerk,Produce,Langley,Stores,47.0,5.95,95.58
3518,3519,F,Terrace,Meat Cutter,Meats,Terrace,Stores,37.0,4.96,46.7
3519,3520,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,42.0,2.35,38.29
3520,3521,F,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,36.0,3.09,79.21
3521,3522,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,42.0,3.56,121.65
3522,3523,F,Fernie,Meat Cutter,Meats,Cranbrook,Stores,32.0,4.09,0.0
3523,3524,M,Kamloops,Meat Cutter,Meats,Kamloops,Stores,27.0,4.76,0.0
3524,3525,M,Victoria,Baker,Bakery,Victoria,Stores,55.0,3.09,106.51
3525,3526,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,53.0,7.06,75.84
3526,3527,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,35.0,3.8,23.81
3527,3528,F,Penticton,Meat Cutter,Meats,Kelowna,Stores,49.0,5.81,114.92
3528,3529,M,Dragon Lake,Meat Cutter,Meats,Quesnel,Stores,59.0,6.88,120.94
3529,3530,M,Langley,Meat Cutter,Meats,Langley,Stores,53.0,4.98,96.87
3530,3531,F,Victoria,Baker,Bakery,Victoria,Stores,33.0,4.31,0.0
3531,3532,M,Kitimat,Produce Clerk,Produce,Terrace,Stores,39.0,5.81,24.7
3532,3533,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,50.0,2.45,109.18
3533,3534,M,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,53.0,3.22,121.22
3534,3535,M,Abbotsford,Produce Clerk,Produce,Abbotsford,Stores,39.0,3.58,70.51
3535,3536,M,Port Coquitlam,Produce Clerk,Produce,Port Coquitlam,Stores,36.0,5.42,73.19
3536,3537,F,Duncan,Produce Clerk,Produce,Quesnel,Stores,40.0,8.07,69.77
3537,3538,M,Trail,Produce Clerk,Produce,Trail,Stores,33.0,3.2,0.0
3538,3539,F,Port Alberni,Produce Clerk,Produce,Nanaimo,Stores,30.0,3.59,0.0
3539,3540,M,Victoria,Baker,Bakery,Victoria,Stores,53.0,4.62,93.3
3540,3541,F,Richmond,Meat Cutter,Meats,Richmond,Stores,37.0,5.07,50.38
3541,3542,M,Burnaby,Meat Cutter,Meats,Burnaby,Stores,37.0,5.37,48.77
3542,3543,F,Summerland,Produce Clerk,Produce,Kelowna,Stores,35.0,4.22,0.0
3543,3544,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,24.0,4.55,17.85
3544,3545,F,Terrace,Produce Clerk,Produce,Terrace,Stores,40.0,3.61,27.05
3545,3546,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,42.0,2.14,65.71
3546,3547,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,27.0,4.88,0.0
3547,3548,M,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,56.0,4.07,155.23
3548,3549,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,54.0,5.17,112.42
3549,3550,F,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,40.0,4.53,74.19
3550,3551,F,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,54.0,4.01,119.46
3551,3552,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,37.0,1.9,31.59
3552,3553,M,Chief Lake,Produce Clerk,Produce,Prince George,Stores,39.0,6.32,33.37
3553,3554,F,Richmond,Produce Clerk,Produce,Richmond,Stores,42.0,4.42,89.36
3554,3555,M,Victoria,Baker,Bakery,Victoria,Stores,62.0,5.74,169.02
3555,3556,F,Victoria,Produce Clerk,Produce,Victoria,Stores,30.0,4.77,0.0
3556,3557,M,Elkford,Meat Cutter,Meats,Cranbrook,Stores,49.0,2.97,108.76
3557,3558,M,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,42.0,7.32,52.14
3558,3559,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,42.0,3.69,18.58
3559,3560,M,Willow Point,Meat Cutter,Meats,Trail,Stores,50.0,3.45,84.49
3560,3561,F,Campbell River,Produce Clerk,Produce,Nanaimo,Stores,36.0,3.8,76.77
3561,3562,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,55.0,5.24,133.15
3562,3563,F,Surrey,Produce Clerk,Produce,Surrey,Stores,37.0,4.62,57.61
3563,3564,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,38.0,3.31,25.12
3564,3565,M,Cranbrook,Meat Cutter,Meats,Cranbrook,Stores,21.0,4.63,0.0
3565,3566,M,Topley,Meat Cutter,Meats,Prince George,Stores,49.0,3.12,69.98
3566,3567,F,Spences Bridge,Meat Cutter,Meats,Kamloops,Stores,32.0,2.56,3.95
3567,3568,M,Castlegar,Produce Clerk,Produce,Trail,Stores,58.0,4.72,142.54
3568,3569,M,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,49.0,5.28,73.65
3569,3570,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,53.0,4.32,69.72
3570,3571,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,44.0,7.24,17.41
3571,3572,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,53.0,4.63,80.62
3572,3573,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,29.0,2.4,40.73
3573,3574,F,Salmon Arm,Meat Cutter,Meats,Kamloops,Stores,52.0,4.16,138.83
3574,3575,M,Hixon,Produce Clerk,Produce,Prince George,Stores,24.0,4.59,0.0
3575,3576,M,Victoria,Baker,Bakery,Victoria,Stores,42.0,3.8,92.11
3576,3577,M,Coquitlam,Produce Clerk,Produce,Nanaimo,Stores,31.0,0.74,0.0
3577,3578,F,Logan Lake,Produce Clerk,Produce,Kamloops,Stores,38.0,3.62,68.84
3578,3579,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,53.0,2.32,117.25
3579,3580,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,33.0,3.26,0.0
3580,3581,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,61.0,4.92,112.93
3581,3582,F,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,40.0,0.27,36.33
3582,3583,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,51.0,5.56,107.28
3583,3584,M,Fort Langley,Produce Clerk,Produce,Langley,Stores,49.0,3.94,28.89
3584,3585,F,Oliver,Produce Clerk,Produce,Kelowna,Stores,17.0,4.97,0.0
3585,3586,M,Chilliwack,Meat Cutter,Meats,Chilliwack,Stores,28.0,3.48,0.0
3586,3587,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,28.0,4.64,0.0
3587,3588,F,Richmond,Produce Clerk,Produce,Richmond,Stores,55.0,5.65,98.34
3588,3589,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47.0,4.63,34.65
3589,3590,M,Good Hope Lake,Produce Clerk,Produce,Terrace,Stores,31.0,7.41,0.0
3590,3591,M,Huntingdon,Meat Cutter,Meats,Abbotsford,Stores,42.0,6.88,56.01
3591,3592,F,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,47.0,5.28,59.1
3592,3593,F,Williams Lake,Produce Clerk,Produce,Williams Lake,Stores,44.0,4.6,56.2
3593,3594,M,Penticton,Meat Cutter,Meats,Kelowna,Stores,47.0,1.54,51.26
3594,3595,F,Richmond,Meat Cutter,Meats,Richmond,Stores,48.0,4.68,125.15
3595,3596,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,52.0,5.93,81.24
3596,3597,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,24.0,3.15,0.0
3597,3598,F,Victoria,Baker,Bakery,Victoria,Stores,36.0,7.61,14.02
3598,3599,F,Black Point,Produce Clerk,Produce,Vernon,Stores,34.0,4.07,0.0
3599,3600,M,Fraser Lake,Meat Cutter,Meats,Prince George,Stores,40.0,7.73,68.65
3600,3601,M,Port Edward,Meat Cutter,Meats,Terrace,Stores,43.0,4.65,58.0
3601,3602,F,Castlegar,Produce Clerk,Produce,Trail,Stores,61.0,7.76,170.24
3602,3603,M,Qualicum Beach,Produce Clerk,Produce,Nanaimo,Stores,51.0,2.48,85.45
3603,3604,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,46.0,5.16,94.57
3604,3605,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,36.0,3.44,58.54
3605,3606,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,28.0,5.72,10.0
3606,3607,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,45.0,4.38,74.45
3607,3608,F,Jaffray,Meat Cutter,Meats,Cranbrook,Stores,30.0,5.46,0.0
3608,3609,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,45.0,5.67,72.43
3609,3610,F,Chilliwack,Produce Clerk,Produce,Chilliwack,Stores,48.0,6.08,157.27
3610,3611,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,34.0,5.09,0.0
3611,3612,M,Oyama,Produce Clerk,Produce,Kelowna,Stores,33.0,3.54,0.0
3612,3613,M,Chilliwack,Produce Clerk,Produce,Chilliwack,Stores,48.0,2.95,122.13
3613,3614,F,Port Coquitlam,Produce Clerk,Produce,Port Coquitlam,Stores,22.0,4.39,0.0
3614,3615,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,52.0,5.81,89.07
3615,3616,M,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,45.0,5.69,29.51
3616,3617,M,Chilliwack,Meat Cutter,Meats,Chilliwack,Stores,50.0,4.43,60.29
3617,3618,M,Kamloops,Meat Cutter,Meats,Kamloops,Stores,35.0,3.68,0.0
3618,3619,F,Kitwanga,Meat Cutter,Meats,Terrace,Stores,39.0,4.23,55.8
3619,3620,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,63.0,5.33,249.06
3620,3621,F,Pitt Meadows,Dairy Person,Dairy,Pitt Meadows,Stores,50.0,3.09,112.0
3621,3622,F,Sicamous,Produce Clerk,Produce,Kelowna,Stores,40.0,4.61,62.79
3622,3623,M,Whistler,Produce Clerk,Produce,Squamish,Stores,57.0,7.66,139.5
3623,3624,M,Genelle,Produce Clerk,Produce,Trail,Stores,47.0,2.99,58.89
3624,3625,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,38.0,3.93,24.52
3625,3626,F,Horsefly,Produce Clerk,Produce,Prince George,Stores,57.0,5.62,130.56
3626,3627,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,35.0,2.8,31.29
3627,3628,M,Ashcroft,Produce Clerk,Produce,Kamloops,Stores,47.0,3.98,121.34
3628,3629,F,Parksville,Produce Clerk,Produce,Nanaimo,Stores,44.0,7.43,81.39
3629,3630,F,Bougie Creek,Produce Clerk,Produce,Quesnel,Stores,48.0,6.2,105.56
3630,3631,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,38.0,2.44,19.3
3631,3632,F,Langley,Meat Cutter,Meats,Langley,Stores,36.0,1.48,10.05
3632,3633,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,41.0,4.85,23.98
3633,3634,F,Prince George,Meat Cutter,Meats,Prince George,Stores,30.0,4.46,12.08
3634,3635,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,35.0,4.97,67.77
3635,3636,F,Grasmere,Meat Cutter,Meats,Cranbrook,Stores,44.0,4.52,53.69
3636,3637,M,Haney,Dairy Person,Dairy,Haney,Stores,48.0,2.96,92.63
3637,3638,F,Kelowna,Produce Clerk,Produce,Kelowna,Stores,66.0,5.38,233.1
3638,3639,F,Houston,Produce Clerk,Produce,Terrace,Stores,60.0,4.32,171.9
3639,3640,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,52.0,2.7,11.42
3640,3641,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,36.0,4.91,54.07
3641,3642,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,38.0,6.1,4.78
3642,3643,F,Victoria,Baker,Bakery,Victoria,Stores,47.0,5.2,123.36
3643,3644,F,Abbotsford,Shelf Stocker,Processed Foods,Abbotsford,Stores,40.0,3.61,70.76
3644,3645,M,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,55.0,6.07,83.09
3645,3646,M,Victoria,Baker,Bakery,Victoria,Stores,31.0,3.84,0.0
3646,3647,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,54.0,6.14,115.2
3647,3648,F,Victoria,Produce Clerk,Produce,Victoria,Stores,49.0,7.34,103.08
3648,3649,M,Salmon Valley,Produce Clerk,Produce,Prince George,Stores,47.0,5.8,64.29
3649,3650,F,Port Coquitlam,Produce Clerk,Produce,Port Coquitlam,Stores,37.0,4.22,30.68
3650,3651,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,34.0,4.78,70.24
3651,3652,M,Likely,Meat Cutter,Meats,Quesnel,Stores,34.0,5.34,42.91
3652,3653,F,Port Coquitlam,Meat Cutter,Meats,Port Coquitlam,Stores,42.0,5.45,8.33
3653,3654,M,Cranbrook,Produce Clerk,Produce,Cranbrook,Stores,46.0,4.47,53.09
3654,3655,F,Prince George,Meat Cutter,Meats,Prince George,Stores,27.0,2.49,0.0
3655,3656,F,Richmond,Meat Cutter,Meats,Richmond,Stores,46.0,4.45,117.16
3656,3657,F,Victoria,Produce Clerk,Produce,Victoria,Stores,29.0,4.01,0.0
3657,3658,F,Richmond,Produce Clerk,Produce,Richmond,Stores,59.0,5.72,154.39
3658,3659,F,Chemainus,Produce Clerk,Produce,Victoria,Stores,34.0,3.18,3.2
3659,3660,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,49.0,5.24,104.31
3660,3661,M,Cortes Island,Dairy Person,Dairy,Cortes Island,Stores,33.0,4.47,0.0
3661,3662,F,Port Mcneill,Produce Clerk,Produce,Nanaimo,Stores,31.0,2.54,0.0
3662,3663,F,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,37.0,3.95,58.07
3663,3664,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47.0,6.34,78.06
3664,3665,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,31.0,1.77,29.51
3665,3666,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,49.0,6.65,88.83
3666,3667,F,Osoyoos,Produce Clerk,Produce,Kelowna,Stores,49.0,2.84,91.1
3667,3668,F,Rutland,Produce Clerk,Produce,Kelowna,Stores,33.0,4.48,19.23
3668,3669,M,Duncan,Produce Clerk,Produce,Quesnel,Stores,34.0,4.6,28.34
3669,3670,M,Kamloops,Produce Clerk,Produce,Kamloops,Stores,43.0,4.56,50.78
3670,3671,F,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,36.0,5.09,66.88
3671,3672,M,Burnaby,Meat Cutter,Meats,Burnaby,Stores,37.0,5.33,44.39
3672,3673,F,Port Coquitlam,Produce Clerk,Produce,Port Coquitlam,Stores,43.0,5.27,82.73
3673,3674,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,13.0,3.48,0.0
3674,3675,M,Cranbrook,Produce Clerk,Produce,Cranbrook,Stores,37.0,6.07,25.75
3675,3676,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,54.0,4.78,127.09
3676,3677,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,48.0,2.66,54.28
3677,3678,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,32.0,5.05,7.92
3678,3679,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,58.0,5.43,156.08
3679,3680,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,40.0,2.09,47.49
3680,3681,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,36.0,7.11,37.34
3681,3682,F,Surrey,Produce Clerk,Produce,Surrey,Stores,38.0,3.64,17.23
3682,3683,F,West Vancouver,Meat Cutter,Meats,West Vancouver,Stores,40.0,3.66,43.62
3683,3684,M,Qualicum Beach,Produce Clerk,Produce,Nanaimo,Stores,36.0,3.08,0.0
3684,3685,M,Golden,Produce Clerk,Produce,Cranbrook,Stores,49.0,4.63,37.34
3685,3686,F,Cranbrook,Produce Clerk,Produce,Cranbrook,Stores,36.0,3.79,106.97
3686,3687,F,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,47.0,3.95,103.81
3687,3688,M,Victoria,Baker,Bakery,Victoria,Stores,45.0,2.92,94.74
