EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Store Lat,Store Long,Division,Age,LengthService,AbsentHours
4303,M,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,44,5.01,39.39
4308,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,58,4.2,110.15
4310,M,Grand Forks,Produce Clerk,Produce,Grand Forks,47.924,-97.031,Stores,42,4.06,26.32
4311,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,36,3.36,39.59
4312,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,34,5.74,6.8
4316,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,44,3.35,119.12
4317,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,46,2.54,84.01
4323,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,51,4.75,96.31
4328,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,29,6.6,0
4335,F,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,30,4.75,8.47
4342,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,38,4.99,19.51
4344,F,White Rock,Cashier,Customer Service,White Rock,45.925,-96.576,Stores,44,5.54,76.28
4345,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,26,4.26,0
4347,M,Abbotsford,Baker,Bakery,Abbotsford,44.944,-90.315,Stores,39,4.99,47.54
4350,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,46,5.31,84.66
4351,F,Balfour,Meat Cutter,Meats,Nelson,34.38,-84.372,Stores,46,5.38,115.67
4355,F,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,55,2.32,134.3
4356,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,51,6.95,100.46
4357,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,44,2.52,32.17
4358,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,61,4.31,167.12
4361,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,34,7.32,6.96
4362,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,19,4.63,0
4363,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,24,4.49,0
4366,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,52,3.77,81.8
4368,M,Trail,Produce Clerk,Produce,Trail,47.783,-95.698,Stores,54,4.76,119.79
4372,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,39,4.66,13.64
4373,M,Genelle,Produce Clerk,Produce,Trail,47.783,-95.698,Stores,31,2.53,0
4375,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,34,6.16,26.46
4376,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,49,5.47,117.4
4384,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,44,1.39,67.52
4385,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,51,4.34,170.82
4387,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,44,2.15,64.12
4390,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,60,7,103.57
4391,M,Princeton,Dairy Person,Dairy,Princeton,40.35,-74.659,Stores,42,5.52,22.55
4392,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,48,5.22,17.48
4393,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,48,5.18,89.29
4394,M,White Rock,Meat Cutter,Meats,White Rock,45.925,-96.576,Stores,39,3.09,54.71
4396,M,Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,43,5.66,11.94
4397,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,32,4.59,0
4403,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,52,4.52,77.45
4405,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,34,5.73,0
4410,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,34,4.26,47.03
4411,F,Cobble Hill,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,37,5.89,0
4412,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,48,4.77,46.22
4416,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,58,5.5,123.95
4418,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,41,6.02,88.09
4420,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,22,4.45,0
4421,F,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,44,3.55,80.67
4424,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,48,7.71,114
4425,F,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,38,4.58,80.46
4426,F,Fort Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,48,6.02,131.01
4427,F,Abbotsford,Meat Cutter,Meats,Abbotsford,44.944,-90.315,Stores,34,1.52,36.3
4428,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,39,4.62,45.16
4429,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,45,4.12,72.58
4433,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,29,5.47,6.64
4434,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,38,4.33,23.03
4435,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,51,5.95,104.74
4436,F,Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,40,6.01,16.74
4438,M,Gabriola Island,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,47,3.71,90.77
4439,F,Slocan,Produce Clerk,Produce,Trail,47.783,-95.698,Stores,38,3.51,39.2
4442,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,44,3.83,44.48
4444,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,55,5.95,166.58
4452,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,51,7.62,89.19
4454,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,45,4.86,65.14
4457,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,20,4.76,0
4458,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,43,3.49,119.53
4461,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,57,5.17,102.2
4464,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,50,2.6,102.68
4466,F,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,30,5.19,38.96
4469,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,39,4.51,73.05
4471,M,Youbou,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,40,5.41,87.16
4472,F,Nakusp,Meat Cutter,Meats,Nelson,34.38,-84.372,Stores,39,5.26,53
4473,M,Vernon,Produce Clerk,Produce,Vernon,41.838,-72.457,Stores,55,4.08,80.83
4475,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,45,4.46,120.56
4476,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,40,4.05,47.23
4478,M,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,51,4.36,104.27
4481,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,31,4.8,0
4482,M,Langley,Produce Clerk,Produce,Langley,48.034,-122.408,Stores,47,8.92,49.57
4485,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,54,2.38,110.01
4487,M,Abbotsford,Meat Cutter,Meats,Abbotsford,44.944,-90.315,Stores,51,4.81,86.63
4489,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,65,3.5,224.54
4490,M,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,65,5.15,135.94
4491,F,Quadra Island,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,46,5.46,79.4
4494,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,32,5.66,0
4495,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,29,5.91,0
4497,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,49,3.03,43
4499,F,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,35,7.48,54.58
4500,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,49,7.38,122.2
4501,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,42,3.77,44.46
4504,M,Trail,Produce Clerk,Produce,Trail,47.783,-95.698,Stores,38,4.8,51.22
4505,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,44,7.91,116.12
4506,M,White Rock,Meat Cutter,Meats,White Rock,45.925,-96.576,Stores,54,5.33,101.33
4507,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,29,5.91,0
4514,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,42,5.39,61.21
4516,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,40,7.03,78.8
4517,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,40,5.24,45.76
4521,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,46,5.03,82.29
4522,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,52,1.69,101.49
4523,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,33,1.46,80.72
4527,F,Castlegar,Baker,Bakery,Trail,47.783,-95.698,Stores,44,5.37,74.66
4530,M,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,35,4.89,45.3
4531,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,27,5.81,26.84
4534,F,White Rock,Meat Cutter,Meats,White Rock,45.925,-96.576,Stores,45,1.15,85.55
4536,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,47,2.48,10.28
4537,M,Sidney,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,37,4.4,74.19
4540,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,44,4.29,22.91
4541,M,Willow Point,Baker,Bakery,Trail,47.783,-95.698,Stores,46,7.1,60.29
4545,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,43,2.96,91.44
4547,F,Fort Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,28,3.44,8.67
4548,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,39,5.37,70.48
4549,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,46,5.32,118.58
4552,M,Abbotsford,Meat Cutter,Meats,Abbotsford,44.944,-90.315,Stores,32,8.64,0
4555,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,39,4.38,47.21
4556,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,40,4.52,24.15
4557,F,Langley,Produce Clerk,Produce,Langley,48.034,-122.408,Stores,27,6.83,0
4558,M,Sooke,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,41,3.36,25.15
4562,M,Abbotsford,Meat Cutter,Meats,Abbotsford,44.944,-90.315,Stores,52,4.41,100.07
4563,F,Rossland,Baker,Bakery,Trail,47.783,-95.698,Stores,49,5.38,127.99
4564,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,29,5.08,5.23
4566,F,Quadra Island,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,47,4.55,54.04
4567,F,Surrey,Produce Clerk,Produce,Surrey,48.236,-101.133,Stores,42,4.49,73.01
4568,M,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,66,3,138.43
4575,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,44,5.39,69.96
4578,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,48,3.49,83.54
4579,M,Fort Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,38,4.3,35.06
4580,M,Langley,Produce Clerk,Produce,Langley,48.034,-122.408,Stores,44,6,38.85
4581,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,30,4.49,0
4582,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,36,6.11,0
4583,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,39,6.91,54.6
4585,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,30,3.62,0
4588,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,16,3.39,0
4590,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,65,3.03,223.35
4592,F,Balfour,Baker,Bakery,Nelson,34.38,-84.372,Stores,48,5.03,48.73
4599,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,56,5.31,145.67
4600,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,40,6,95.96
4601,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,42,3.82,56.39
4602,F,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,47,4.6,139.42
4608,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,46,4.44,115.23
4610,M,Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,34,3.32,0
4612,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,42,2.53,15.46
4613,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,53,2.68,63.57
4616,M,Vernon,Baker,Bakery,Vernon,41.838,-72.457,Stores,52,2.96,104.01
4618,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,35,5.14,0
4623,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,35,4.12,2.15
4624,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,43,3.56,60.56
4628,M,Castlegar,Produce Clerk,Produce,Trail,47.783,-95.698,Stores,27,1.1,0
4640,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,60,7.18,128.95
4642,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,40,5.33,77.83
4645,F,Rossland,Produce Clerk,Produce,Trail,47.783,-95.698,Stores,39,4.36,74.14
4648,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,34,4.68,4.78
4649,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,36,5.7,0
4651,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,28,2.02,0
4652,F,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,34,5.32,0
4654,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,38,3.93,0
4655,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,38,3.55,75.54
4658,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,47,4.26,80.11
4662,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,26,5.91,0
4663,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,47,3.98,100.47
4664,M,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,42,6.16,45.1
4665,F,Sidney,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,31,4.77,0
4666,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,57,4.39,109.51
4670,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,28,5.61,0
4671,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,29,4.16,26.87
4674,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,45,2.9,115.12
4675,M,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,49,1.75,107.33
4678,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,51,4.67,118.16
4679,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,30,5.81,0
4681,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,38,5.63,41.75
4682,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,41,2.81,63.9
4683,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,29,6.62,0
4687,M,Vernon,Baker,Bakery,Vernon,41.838,-72.457,Stores,39,3.51,35.59
4688,M,Bowen Island,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,24,5.55,0
4689,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,40,5.78,65.45
4692,M,Black Point,Produce Clerk,Produce,Vernon,41.838,-72.457,Stores,54,6.44,60.64
4694,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,51,5.2,103.02
4696,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,55,2.64,137.26
4697,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,41,3.41,80.34
4699,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,54,3.06,110.75
4700,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,56,4.09,157.75
4703,M,South Slocan,Baker,Bakery,Trail,47.783,-95.698,Stores,41,2.16,25.23
4707,F,Abbotsford,Baker,Bakery,Abbotsford,44.944,-90.315,Stores,21,5.93,0
4710,F,Greenwood,Processed Foods Manager,Processed Foods,Grand Forks,47.924,-97.031,Stores,34,4.18,80.05
4711,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,59,2.89,101.93
4712,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,38,4.89,13.79
4713,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,33,7.38,9.79
4714,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,34,6.24,15.72
4715,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,38,1.2,23.6
4721,M,Langley,Produce Clerk,Produce,Langley,48.034,-122.408,Stores,35,5.16,28.86
4723,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,49,7.11,93.13
4724,F,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,44,4.74,115.91
4725,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,52,4.7,104.28
4727,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,38,5.26,47.45
4729,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,60,6.68,60.13
4735,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,43,3.47,37.72
4736,F,Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,46,2.17,62.82
4737,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,37,4.69,0
4738,M,Surrey,Produce Clerk,Produce,Surrey,48.236,-101.133,Stores,65,5.98,157.96
4739,M,Fulford Harbour,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,49,1.38,47.03
4743,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,50,5.34,112.22
4750,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,38,6.91,92.62
4752,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,44,3.25,96.09
4753,M,Nelson,Meat Cutter,Meats,Nelson,34.38,-84.372,Stores,62,3.81,102.5
4754,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,49,5.99,67.04
4755,M,Langley,Produce Clerk,Produce,Langley,48.034,-122.408,Stores,38,3.33,21
4757,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,40,4.58,6.42
4759,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,44,5.42,33.19
4763,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,39,3.99,20.61
4764,M,Huntingdon,Meat Cutter,Meats,Abbotsford,44.944,-90.315,Stores,57,5.42,106.62
4766,M,Vernon,Baker,Bakery,Vernon,41.838,-72.457,Stores,46,6.06,88.74
4769,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,52,4.61,92.19
4770,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,39,5.74,0
4771,F,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,31,5.69,11.55
4772,F,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,32,3.77,23.65
4775,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,29,6.1,19.47
4776,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,23,5.25,0
4780,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,34,5.56,22.38
4782,M,Abbotsford,Shelf Stocker,Processed Foods,Abbotsford,44.944,-90.315,Stores,28,6.19,5.93
4785,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,42,5.96,73.05
4787,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,43,4.83,40.85
4788,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,45,5.91,45.02
4790,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,34,4.78,0
4794,M,Surrey,Produce Clerk,Produce,Surrey,48.236,-101.133,Stores,40,4.62,85.99
4795,M,Surrey,Produce Clerk,Produce,Surrey,48.236,-101.133,Stores,54,5.52,57.16
4796,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,42,4.61,125.06
4798,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,49,2.72,91.05
4802,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,28,1.85,10.6
4807,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,56,3.42,119.34
4809,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,57,6.46,87.33
4811,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,44,5.37,102.84
4814,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,39,4.25,38.58
4818,F,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,38,3.7,46.53
4823,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,37,2.73,30.8
4824,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,38,6.32,62.7
4825,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,35,4.88,10.31
4827,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,48,3.69,59.59
4828,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,49,2.78,88.24
4829,F,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,39,4.8,75.95
4833,F,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,40,4.03,26.76
4834,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,43,6.29,44.1
4835,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,45,4.76,90.03
4838,F,Trail,Baker,Bakery,Trail,47.783,-95.698,Stores,39,2.07,16.45
4839,M,Vernon,Baker,Bakery,Vernon,41.838,-72.457,Stores,37,4.43,30.78
4842,F,Nelson,Meat Cutter,Meats,Nelson,34.38,-84.372,Stores,51,6.75,140.22
4847,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,33,7.04,0
4848,F,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,44,4.18,111.68
4851,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,54,5.47,128.77
4852,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,43,4.79,89.34
4853,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,54,6.04,85.75
4854,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,44,2.14,100.78
4855,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,42,3.22,46.46
4857,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,46,4.13,70.04
4858,M,Langley,Produce Clerk,Produce,Langley,48.034,-122.408,Stores,30,8.12,0
4859,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,43,4.34,41.43
4860,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,60,5.36,133.01
4861,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,24,6.27,0
4863,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,24,6.64,0
4866,M,Fort Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,40,3.53,84.78
4867,F,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,49,3.17,128.64
4868,F,South Slocan,Baker,Bakery,Trail,47.783,-95.698,Stores,50,3.96,114.67
4870,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,62,3.28,206.07
4871,F,Lake Cowichan,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,35,5.47,65.81
4872,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,52,5.71,151.29
4873,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,48,5.25,96.71
4876,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,62,3.59,110.01
4877,F,Ganges,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,41,5.85,101.89
4881,M,Slocan,Produce Clerk,Produce,Trail,47.783,-95.698,Stores,31,4.1,0
4885,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,46,5.34,77.41
4886,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,42,0.96,40.73
4888,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,45,3,34.02
4889,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,36,2.48,24.52
4890,F,Ladysmith,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,25,5.23,0
4891,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,39,5.24,55.38
4893,F,Balfour,Meat Cutter,Meats,Nelson,34.38,-84.372,Stores,57,3.91,175.72
4896,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,28,6.1,0
