EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Age,LengthService,AbsentHours,State,Counties,Latitude,Longitude
3037,M,Victoria,Produce Clerk,Produce,Victoria,31.22640812,1.482282714,0,TX,Victoria,28.799,-97.006
3041,M,Smithers,Meat Cutter,Meats,Terrace,42.64434129,6.445597053,53.50092115,WV,Fayette;Kanawha,38.176,-81.305
3044,M,Richmond,Meat Cutter,Meats,Richmond,43.059491,3.228598398,73.64126884,VA,Richmond (city),37.546,-77.453
3047,F,Victoria,Produce Clerk,Produce,Victoria,39.81526981,3.333134517,55.58102215,TX,Victoria,28.799,-97.006
3049,M,Vancouver,Dairy Person,Dairy,Vancouver,28.42895837,3.53899711,20.35674874,WA,Clark,45.63,-122.677
3050,F,Vancouver,Dairy Person,Dairy,Vancouver,48.54376948,6.526400136,72.65948979,WA,Clark,45.63,-122.677
3051,M,Vernon,Produce Clerk,Produce,Vernon,45.30541182,7.339782632,48.38731325,CT,Tolland,41.838,-72.457
3058,F,Abbotsford,Meat Cutter,Meats,Abbotsford,40.20524756,4.245952351,86.14953026,WI,Clark;Marathon,44.944,-90.315
3059,M,Richmond,Meat Cutter,Meats,Richmond,48.65293004,2.702582257,77.92360272,VA,Richmond (city),37.546,-77.453
3060,M,Victoria,Meat Cutter,Meats,Victoria,35.37043191,0.656892341,1.307445056,TX,Victoria,28.799,-97.006
3061,M,Vancouver,Cashier,Customer Service,Vancouver,48.03855156,1.747699716,36.7555789,WA,Clark,45.63,-122.677
3064,M,Vernon,Produce Clerk,Produce,Vernon,42.90111865,6.177614412,113.7044544,CT,Tolland,41.838,-72.457
3065,M,Vancouver,Cashier,Customer Service,Vancouver,39.17646415,4.080125924,25.08580625,WA,Clark,45.63,-122.677
3066,F,Victoria,Produce Clerk,Produce,Victoria,45.4808122,3.512469756,79.03729796,TX,Victoria,28.799,-97.006
3067,F,Victoria,Meat Cutter,Meats,Victoria,35.24197722,2.581541436,71.24997253,TX,Victoria,28.799,-97.006
3071,F,Vancouver,Dairy Person,Dairy,Vancouver,52.96197756,6.223807447,151.1776249,WA,Clark,45.63,-122.677
3072,M,Vancouver,Cashier,Customer Service,Vancouver,39.55486865,5.593053494,78.15216074,WA,Clark,45.63,-122.677
3075,F,Victoria,Meat Cutter,Meats,Victoria,42.67621188,4.258251668,83.44222357,TX,Victoria,28.799,-97.006
3082,F,Victoria,Meat Cutter,Meats,Victoria,41.71732113,3.47615112,0,TX,Victoria,28.799,-97.006
3089,M,Vancouver,Cashier,Customer Service,Vancouver,38.24003586,3.26583828,72.85768838,WA,Clark,45.63,-122.677
3090,M,Abbotsford,Produce Clerk,Produce,Abbotsford,46.15278198,5.454136908,66.08902282,WI,Clark;Marathon,44.944,-90.315
3095,M,Vancouver,Cashier,Customer Service,Vancouver,53.56282216,4.431931192,113.5232216,WA,Clark,45.63,-122.677
3096,M,Vancouver,Cashier,Customer Service,Vancouver,37.84794456,4.451239025,38.20364706,WA,Clark,45.63,-122.677
3097,F,Duncan,Produce Clerk,Produce,Quesnel,44.22600321,4.180387454,115.3011558,OK,Stephens,34.502,-97.958
3098,M,Victoria,Produce Clerk,Produce,Victoria,53.47318725,4.31008893,124.1008019,TX,Victoria,28.799,-97.006
3101,M,Vancouver,Cashier,Customer Service,Vancouver,51.84705628,4.715137332,92.18955977,WA,Clark,45.63,-122.677
3103,M,Richmond,Meat Cutter,Meats,Richmond,52.76491617,5.827976129,76.80796258,VA,Richmond (city),37.546,-77.453
3105,M,Lakeview Heights,Produce Clerk,Produce,Kelowna,44.70129229,2.838406633,52.57368697,KY,Rowan,38.152,-83.506
3109,M,Vancouver,Dairy Person,Dairy,Vancouver,53.83269534,5.225229692,110.6068454,WA,Clark,45.63,-122.677
3110,F,Vancouver,Meat Cutter,Meats,Vancouver,47.5431036,5.703299525,97.08398811,WA,Clark,45.63,-122.677
3121,M,Smithers,Produce Clerk,Produce,Terrace,34.58410808,5.473582713,85.53776192,WV,Fayette;Kanawha,38.176,-81.305
3122,F,Victoria,Produce Clerk,Produce,Victoria,36.44675371,6.227748454,17.17475937,TX,Victoria,28.799,-97.006
3126,F,Surrey,Meat Cutter,Meats,Surrey,18.94088065,4.829747019,0,ND,Ward,48.236,-101.133
3127,F,Vancouver,Dairy Person,Dairy,Vancouver,33.40563384,4.436600689,10.8730645,WA,Clark,45.63,-122.677
3128,F,Vancouver,Meat Cutter,Meats,Vancouver,44.9998487,5.288729618,55.81694306,WA,Clark,45.63,-122.677
3131,F,Huntingdon,Meat Cutter,Meats,Abbotsford,41.90804248,2.745571269,125.5239529,PA,Huntingdon,40.504,-77.999
3132,M,Vancouver,Meat Cutter,Meats,Vancouver,28.83925911,4.414260158,8.270072457,WA,Clark,45.63,-122.677
3133,M,Victoria,Produce Clerk,Produce,Victoria,39.36736205,4.798881449,44.53355084,TX,Victoria,28.799,-97.006
3136,F,Vancouver,Meat Cutter,Meats,Vancouver,43.4874843,4.684169632,90.7248254,WA,Clark,45.63,-122.677
3140,M,Vancouver,Meat Cutter,Meats,Vancouver,31.50265825,4.594873053,35.71077616,WA,Clark,45.63,-122.677
3141,M,Langley,Meat Cutter,Meats,Langley,55.8156252,3.075941842,94.05948566,WA,Island,48.034,-122.408
3149,F,Victoria,Meat Cutter,Meats,Victoria,30.3886369,4.352467199,36.34693862,TX,Victoria,28.799,-97.006
3150,F,Victoria,Produce Clerk,Produce,Victoria,32.98521695,4.716881445,43.50282575,TX,Victoria,28.799,-97.006
3153,M,Surrey,Meat Cutter,Meats,Surrey,22.32156585,2.199341042,0,ND,Ward,48.236,-101.133
3157,F,Trail,Meat Cutter,Meats,Trail,34.26081771,4.880331758,69.8380972,MN,Polk,47.783,-95.698
3160,F,Vancouver,Dairy Person,Dairy,Vancouver,30.4559118,1.830982177,15.83798626,WA,Clark,45.63,-122.677
3161,M,Vancouver,Dairy Person,Dairy,Vancouver,43.05470933,6.340912357,65.11207367,WA,Clark,45.63,-122.677
3163,M,Smithers,Meat Cutter,Meats,Terrace,55.29718505,5.017519228,97.11315216,WV,Fayette;Kanawha,38.176,-81.305
3164,M,Vancouver,Meat Cutter,Meats,Vancouver,41.32764711,2.175170763,47.89896135,WA,Clark,45.63,-122.677
3165,M,Courtenay,Produce Clerk,Produce,Nanaimo,35.87219126,3.287226181,0,ND,Stutsman,47.224,-98.569
3173,M,Vancouver,Dairy Person,Dairy,Vancouver,47.52805757,4.978705092,112.500863,WA,Clark,45.63,-122.677
3175,F,Langley,Meat Cutter,Meats,Langley,34.30572618,4.864101101,13.4316266,WA,Island,48.034,-122.408
3176,F,Richmond,Meat Cutter,Meats,Richmond,43.03954041,3.130163034,102.2845758,VA,Richmond (city),37.546,-77.453
3181,M,Vancouver,Meat Cutter,Meats,Vancouver,48.14513195,2.414363772,75.51978875,WA,Clark,45.63,-122.677
3183,F,Langley,Meat Cutter,Meats,Langley,51.99472332,3.105464114,127.838707,WA,Island,48.034,-122.408
3184,F,Langley,Meat Cutter,Meats,Langley,26.02630092,3.483424628,28.29887529,WA,Island,48.034,-122.408
3187,F,Midway,Meat Cutter,Meats,Trail,37.51970066,5.21202521,85.93508829,UT,Wasatch,40.518,-111.475
3189,M,Victoria,Produce Clerk,Produce,Victoria,29.7455772,6.33036312,0,TX,Victoria,28.799,-97.006
3199,M,Vancouver,Dairy Person,Dairy,Vancouver,50.06673328,2.8867756,164.8832204,WA,Clark,45.63,-122.677
3206,M,Forest Grove,Produce Clerk,Produce,Kamloops,48.89303526,5.151273426,69.98255781,OR,Washington,45.52,-123.112
3213,M,Langley,Meat Cutter,Meats,Langley,39.32068639,2.941811133,47.06970192,WA,Island,48.034,-122.408
3214,M,Victoria,Produce Clerk,Produce,Victoria,57.54681442,1.78455452,97.28827703,TX,Victoria,28.799,-97.006
3215,F,Surrey,Meat Cutter,Meats,Surrey,29.38661006,5.601974131,0,ND,Ward,48.236,-101.133
3218,M,Vancouver,Meat Cutter,Meats,Vancouver,29.91538525,4.122487604,3.175316673,WA,Clark,45.63,-122.677
3219,M,Vernon,Produce Clerk,Produce,Vernon,23.86365908,3.01413385,0,CT,Tolland,41.838,-72.457
3222,M,Victoria,Produce Clerk,Produce,Victoria,45.94343505,3.344639448,87.64724179,TX,Victoria,28.799,-97.006
3223,M,Richmond,Meat Cutter,Meats,Richmond,53.16403923,4.752429004,117.0801989,VA,Richmond (city),37.546,-77.453
3225,M,Vancouver,Meat Cutter,Meats,Vancouver,23.50207323,5.673762246,11.06587153,WA,Clark,45.63,-122.677
3227,M,Victoria,Meat Cutter,Meats,Victoria,52.83314345,4.741363875,73.74411223,TX,Victoria,28.799,-97.006
3229,M,Clinton,Meat Cutter,Meats,Kamloops,48.24406854,5.448064038,47.09420144,MI,Macomb,42.591,-82.936
3232,M,Vancouver,Dairy Person,Dairy,Vancouver,15.16106905,5.065682978,0,WA,Clark,45.63,-122.677
3238,M,Vernon,Produce Clerk,Produce,Vernon,52.24880128,5.486943859,125.0896115,CT,Tolland,41.838,-72.457
3241,F,Hedley,Meat Cutter,Meats,Princeton,34.76048946,5.280954969,28.68228075,TX,Donley,34.867,-100.659
3242,F,Vancouver,Meat Cutter,Meats,Vancouver,43.17964521,5.301460367,60.40902091,WA,Clark,45.63,-122.677
3243,M,Winfield,Meat Cutter,Meats,Kelowna,40.27230351,1.77317157,60.52769341,KS,Cowley,37.243,-96.98
3244,F,Vancouver,Meat Cutter,Meats,Vancouver,43.09924362,3.495157439,90.77532103,WA,Clark,45.63,-122.677
3247,F,Victoria,Produce Clerk,Produce,Victoria,17.44274686,4.356580934,0,TX,Victoria,28.799,-97.006
3248,F,Vancouver,Dairy Person,Dairy,Vancouver,37.85254868,3.490600869,21.50420554,WA,Clark,45.63,-122.677
3256,F,Vancouver,Meat Cutter,Meats,Vancouver,47.39577591,3.195158046,132.016278,WA,Clark,45.63,-122.677
3257,F,Victoria,Produce Clerk,Produce,Victoria,41.54226071,5.431707118,28.76626348,TX,Victoria,28.799,-97.006
3259,F,Abbotsford,Meat Cutter,Meats,Abbotsford,43.48025246,2.351617216,63.58904737,WI,Clark;Marathon,44.944,-90.315
3260,F,Victoria,Produce Clerk,Produce,Victoria,46.88503573,4.601877385,66.07917765,TX,Victoria,28.799,-97.006
3261,M,Greenwood,Meat Cutter,Meats,Grand Forks,34.94647014,3.907763347,20.12600806,IN,Johnson,39.614,-86.11
3267,M,Vancouver,Meat Cutter,Meats,Vancouver,43.89635303,3.676894195,93.6990149,WA,Clark,45.63,-122.677
3268,F,Vancouver,Dairy Person,Dairy,Vancouver,43.34714686,5.153968089,111.4205009,WA,Clark,45.63,-122.677
3269,F,Vancouver,Meat Cutter,Meats,Vancouver,41.82244559,4.478433118,88.10721849,WA,Clark,45.63,-122.677
3270,F,Vancouver,Dairy Person,Dairy,Vancouver,38.51372377,8.402183996,76.11894728,WA,Clark,45.63,-122.677
3271,M,Surrey,Meat Cutter,Meats,Surrey,63.82747813,3.969663566,149.7013689,ND,Ward,48.236,-101.133
3287,M,Vancouver,Meat Cutter,Meats,Vancouver,49.32283661,3.107955083,80.02599478,WA,Clark,45.63,-122.677
3292,F,Vancouver,Meat Cutter,Meats,Vancouver,43.7373584,5.128872465,87.27620396,WA,Clark,45.63,-122.677
3295,F,Vancouver,Meat Cutter,Meats,Vancouver,17.47693032,6.030408201,0,WA,Clark,45.63,-122.677
3298,M,Vancouver,Meat Cutter,Meats,Vancouver,35.25039333,3.352943292,24.83006199,WA,Clark,45.63,-122.677
3300,M,Hope,Produce Clerk,Produce,Chilliwack,43.10303778,3.061798831,72.1519158,AR,Hempstead,33.668,-93.591
3306,M,Vancouver,Dairy Person,Dairy,Vancouver,50.41446787,4.02894265,63.97078944,WA,Clark,45.63,-122.677
3307,M,Vancouver,Dairy Person,Dairy,Vancouver,47.48168399,4.170009078,69.92990543,WA,Clark,45.63,-122.677
3312,F,Vancouver,Meat Cutter,Meats,Vancouver,39.21845644,1.454666397,71.3086472,WA,Clark,45.63,-122.677
3314,M,Vancouver,Meat Cutter,Meats,Vancouver,33.97342536,4.020908331,0,WA,Clark,45.63,-122.677
3315,M,Victoria,Baker,Bakery,Victoria,52.7493405,4.481598548,99.23511599,TX,Victoria,28.799,-97.006
3317,M,Surrey,Meat Cutter,Meats,Surrey,36.14818927,3.747849188,38.13529793,ND,Ward,48.236,-101.133
3318,M,Vancouver,Dairy Person,Dairy,Vancouver,44.66697473,2.335287967,53.06330548,WA,Clark,45.63,-122.677
3320,F,Richmond,Meat Cutter,Meats,Richmond,32.26550221,2.377456945,38.22128295,VA,Richmond (city),37.546,-77.453
3321,F,Vancouver,Meat Cutter,Meats,Vancouver,32.19139963,5.514664663,36.03820885,WA,Clark,45.63,-122.677
3324,F,Lytton,Meat Cutter,Meats,Kamloops,34.88930831,6.433188454,58.86249006,IA,Sac;Calhoun,42.423,-94.86
3328,M,Vancouver,Meat Cutter,Meats,Vancouver,50.42794299,5.493976281,88.01182074,WA,Clark,45.63,-122.677
3341,M,Vancouver,Dairy Person,Dairy,Vancouver,38.2206316,6.331181665,28.07730701,WA,Clark,45.63,-122.677
3343,M,Victoria,Meat Cutter,Meats,Victoria,40.54799574,5.105434138,42.46182601,TX,Victoria,28.799,-97.006
3345,M,Vancouver,Meat Cutter,Meats,Vancouver,43.14128601,4.828046884,83.95379056,WA,Clark,45.63,-122.677
3348,F,Victoria,Baker,Bakery,Victoria,32.84901428,2.841402818,42.09546949,TX,Victoria,28.799,-97.006
3350,F,Vancouver,Dairy Person,Dairy,Vancouver,20.57260302,8.023415143,0,WA,Clark,45.63,-122.677
3354,F,Vancouver,Meat Cutter,Meats,Vancouver,40.70594321,4.900897307,44.09914573,WA,Clark,45.63,-122.677
3355,M,Vancouver,Meat Cutter,Meats,Vancouver,55.4168073,4.47885242,89.30198117,WA,Clark,45.63,-122.677
3360,M,Victoria,Baker,Bakery,Victoria,43.58262144,3.765509777,33.33926619,TX,Victoria,28.799,-97.006
3363,F,Vancouver,Meat Cutter,Meats,Vancouver,46.4533398,5.118886067,94.03754545,WA,Clark,45.63,-122.677
3364,M,Peachland,Meat Cutter,Meats,Kelowna,49.17154746,1.903875293,120.7721258,NC,Anson,34.993,-80.266
3366,F,Creston,Produce Clerk,Produce,Cranbrook,50.27335306,4.756307661,103.2062284,IA,Union,41.06,-94.365
3370,M,Vancouver,Meat Cutter,Meats,Vancouver,48.98189519,4.947674314,121.2499261,WA,Clark,45.63,-122.677
3372,M,Vancouver,Dairy Person,Dairy,Vancouver,61.28380448,4.478139724,139.3544245,WA,Clark,45.63,-122.677
3373,M,Surrey,Produce Clerk,Produce,Surrey,36.0006462,6.930612449,0,ND,Ward,48.236,-101.133
3376,M,Vancouver,Dairy Person,Dairy,Vancouver,42.5728489,4.420745099,30.26239737,WA,Clark,45.63,-122.677
3381,F,Vancouver,Meat Cutter,Meats,Vancouver,42.75606129,2.885182666,38.37288407,WA,Clark,45.63,-122.677
3386,M,Vancouver,Meat Cutter,Meats,Vancouver,37.44630175,5.2821568,35.20491503,WA,Clark,45.63,-122.677
3387,M,Vancouver,Dairy Person,Dairy,Vancouver,42.98068723,5.895732958,59.73382589,WA,Clark,45.63,-122.677
3388,M,Vancouver,Meat Cutter,Meats,Vancouver,35.64786032,2.361884064,0,WA,Clark,45.63,-122.677
3401,F,Victoria,Meat Cutter,Meats,Victoria,54.82758899,4.885595913,127.035419,TX,Victoria,28.799,-97.006
3403,F,Vancouver,Meat Cutter,Meats,Vancouver,47.61460322,3.131303909,142.1016081,WA,Clark,45.63,-122.677
3406,M,Surrey,Meat Cutter,Meats,Surrey,39.16369974,4.944028794,44.06816046,ND,Ward,48.236,-101.133
3412,M,Vancouver,Meat Cutter,Meats,Vancouver,37.60033048,5.585912764,15.43043472,WA,Clark,45.63,-122.677
3414,F,Vancouver,Meat Cutter,Meats,Vancouver,49.53205443,6.864323598,91.39323707,WA,Clark,45.63,-122.677
3416,F,Trail,Meat Cutter,Meats,Trail,48.46684196,2.967855251,98.63955,MN,Polk,47.783,-95.698
3422,M,Vancouver,Dairy Person,Dairy,Vancouver,31.43592388,4.083427437,0,WA,Clark,45.63,-122.677
3424,F,Vancouver,Meat Cutter,Meats,Vancouver,43.05194788,5.98906141,95.76648001,WA,Clark,45.63,-122.677
3428,F,Langley,Produce Clerk,Produce,Langley,46.12037685,6.442010668,79.68230065,WA,Island,48.034,-122.408
3433,M,Victoria,Baker,Bakery,Victoria,52.30912256,4.310837529,132.8172554,TX,Victoria,28.799,-97.006
3435,F,Victoria,Meat Cutter,Meats,Victoria,43.4196973,5.216897764,78.01240768,TX,Victoria,28.799,-97.006
3437,F,Vancouver,Dairy Person,Dairy,Vancouver,56.28279628,2.316381812,178.5045381,WA,Clark,45.63,-122.677
3441,F,Vancouver,Dairy Person,Dairy,Vancouver,42.94969027,2.450966178,69.40108942,WA,Clark,45.63,-122.677
3443,M,Surrey,Produce Clerk,Produce,Surrey,37.08491424,6.377282692,0,ND,Ward,48.236,-101.133
3444,M,Victoria,Meat Cutter,Meats,Victoria,49.40850725,4.375128636,32.52765813,TX,Victoria,28.799,-97.006
3449,M,Vancouver,Dairy Person,Dairy,Vancouver,18.34130944,3.750259926,0,WA,Clark,45.63,-122.677
3453,F,Vancouver,Meat Cutter,Meats,Vancouver,37.91720987,1.631443658,64.10040615,WA,Clark,45.63,-122.677
3458,M,Vancouver,Dairy Person,Dairy,Vancouver,52.93350452,3.014002936,102.0803589,WA,Clark,45.63,-122.677
3463,M,Victoria,Baker,Bakery,Victoria,44.93091515,6.355189927,76.42408368,TX,Victoria,28.799,-97.006
3469,F,Smithers,Produce Clerk,Produce,Terrace,61.76237391,4.292365202,162.6377532,WV,Fayette;Kanawha,38.176,-81.305
3470,F,Abbotsford,Produce Clerk,Produce,Abbotsford,31.51275091,4.071733221,0,WI,Clark;Marathon,44.944,-90.315
3471,F,Surrey,Produce Clerk,Produce,Surrey,59.79010679,5.289474489,182.4805142,ND,Ward,48.236,-101.133
3474,M,Nelson,Produce Clerk,Produce,Nelson,36.65430393,4.397326687,5.693690198,GA,Cherokee;Pickens,34.38,-84.372
3476,M,Vancouver,Meat Cutter,Meats,Vancouver,38.95522506,1.731917315,24.89744164,WA,Clark,45.63,-122.677
3482,F,Richmond,Meat Cutter,Meats,Richmond,28.67044803,4.100265918,8.235699245,VA,Richmond (city),37.546,-77.453
3486,M,Surrey,Produce Clerk,Produce,Surrey,50.58833679,6.915235408,68.64809137,ND,Ward,48.236,-101.133
3488,M,Vancouver,Dairy Person,Dairy,Vancouver,36.77869616,3.377176928,0,WA,Clark,45.63,-122.677
3492,F,Victoria,Meat Cutter,Meats,Victoria,46.8761021,5.527826097,78.3204682,TX,Victoria,28.799,-97.006
3494,M,Vancouver,Meat Cutter,Meats,Vancouver,40.85221625,2.990307421,0,WA,Clark,45.63,-122.677
3495,F,Huntingdon,Meat Cutter,Meats,Abbotsford,26.35014364,5.174268156,0,PA,Huntingdon,40.504,-77.999
3499,F,Vancouver,Meat Cutter,Meats,Vancouver,51.18430761,5.359798417,147.8211711,WA,Clark,45.63,-122.677
3504,F,Wildwood,Produce Clerk,Produce,Nanaimo,47.23651651,5.584703819,66.24197139,MO,St. Louis,38.597,-90.64
3506,F,Victoria,Produce Clerk,Produce,Victoria,42.52086597,4.096092943,96.98151009,TX,Victoria,28.799,-97.006
3508,M,Richmond,Meat Cutter,Meats,Richmond,47.78719418,6.316784596,74.88918347,VA,Richmond (city),37.546,-77.453
3512,F,Hedley,Produce Clerk,Produce,Princeton,50.16497968,3.590745302,63.84695107,TX,Donley,34.867,-100.659
3514,F,Vancouver,Meat Cutter,Meats,Vancouver,41.33950318,2.016728765,53.65043071,WA,Clark,45.63,-122.677
3515,F,Richmond,Meat Cutter,Meats,Richmond,45.5663209,6.381286667,112.7451007,VA,Richmond (city),37.546,-77.453
3518,F,Langley,Produce Clerk,Produce,Langley,47.103565,5.95092165,95.57609527,WA,Island,48.034,-122.408
3520,F,Vancouver,Dairy Person,Dairy,Vancouver,41.54192397,2.354203407,38.29394711,WA,Clark,45.63,-122.677
3527,F,Vancouver,Meat Cutter,Meats,Vancouver,34.75074916,3.799237122,23.80909748,WA,Clark,45.63,-122.677
3530,M,Langley,Meat Cutter,Meats,Langley,53.16231444,4.977125133,96.87433883,WA,Island,48.034,-122.408
3533,M,Vancouver,Meat Cutter,Meats,Vancouver,49.66411623,2.45487695,109.1811165,WA,Clark,45.63,-122.677
3535,M,Abbotsford,Produce Clerk,Produce,Abbotsford,39.12596088,3.584095901,70.51040488,WI,Clark;Marathon,44.944,-90.315
3538,M,Trail,Produce Clerk,Produce,Trail,33.48863363,3.196169894,0,MN,Polk,47.783,-95.698
3546,M,Vancouver,Meat Cutter,Meats,Vancouver,42.46158934,2.142252091,65.70555886,WA,Clark,45.63,-122.677
3547,F,Vancouver,Meat Cutter,Meats,Vancouver,27.2256607,4.884260049,0,WA,Clark,45.63,-122.677
3554,F,Richmond,Produce Clerk,Produce,Richmond,42.31346823,4.416133416,89.36444787,VA,Richmond (city),37.546,-77.453
3562,M,Vancouver,Dairy Person,Dairy,Vancouver,55.23797636,5.23965893,133.1534628,WA,Clark,45.63,-122.677
3563,F,Surrey,Produce Clerk,Produce,Surrey,37.48786603,4.617063007,57.614717,ND,Ward,48.236,-101.133
3571,M,Vancouver,Produce Clerk,Produce,Vancouver,44.38130419,7.242715789,17.40637124,WA,Clark,45.63,-122.677
3573,F,Vancouver,Dairy Person,Dairy,Vancouver,28.79382472,2.404068612,40.73035801,WA,Clark,45.63,-122.677
3579,F,Vancouver,Produce Clerk,Produce,Vancouver,52.81629641,2.317122325,117.2534539,WA,Clark,45.63,-122.677
3588,F,Richmond,Produce Clerk,Produce,Richmond,54.6850076,5.645368913,98.34445158,VA,Richmond (city),37.546,-77.453
3595,F,Richmond,Meat Cutter,Meats,Richmond,48.10476906,4.683314141,125.1461268,VA,Richmond (city),37.546,-77.453
3597,F,Vancouver,Produce Clerk,Produce,Vancouver,24.48809953,3.152865861,0,WA,Clark,45.63,-122.677
3598,F,Victoria,Baker,Bakery,Victoria,36.06645122,7.612728722,14.01637576,TX,Victoria,28.799,-97.006
3604,F,Vancouver,Produce Clerk,Produce,Vancouver,45.9743595,5.156825441,94.57280287,WA,Clark,45.63,-122.677
3620,F,Vancouver,Dairy Person,Dairy,Vancouver,62.7464248,5.326187498,249.0558718,WA,Clark,45.63,-122.677
3627,F,Vancouver,Produce Clerk,Produce,Vancouver,35.4562964,2.797244503,31.28934118,WA,Clark,45.63,-122.677
3629,F,Parksville,Produce Clerk,Produce,Nanaimo,43.87920978,7.427918275,81.38506354,SC,McCormick,33.786,-82.217
3632,F,Langley,Meat Cutter,Meats,Langley,35.68246322,1.477094291,10.04892883,WA,Island,48.034,-122.408
3639,F,Houston,Produce Clerk,Produce,Terrace,60.31932196,4.315341722,171.8954476,TX,Harris;Fort Bend;Montgomery,29.76,-95.363
3642,M,Vancouver,Produce Clerk,Produce,Vancouver,38.26165153,6.096354838,4.782438745,WA,Clark,45.63,-122.677
3643,F,Victoria,Baker,Bakery,Victoria,47.19193577,5.20391183,123.3573215,TX,Victoria,28.799,-97.006
3644,F,Abbotsford,Shelf Stocker,Processed Foods,Abbotsford,39.59818196,3.611989358,70.75729163,WI,Clark;Marathon,44.944,-90.315
3646,M,Victoria,Baker,Bakery,Victoria,31.03145799,3.838692407,0,TX,Victoria,28.799,-97.006
3657,F,Victoria,Produce Clerk,Produce,Victoria,28.96951424,4.012703789,0,TX,Victoria,28.799,-97.006
3658,F,Richmond,Produce Clerk,Produce,Richmond,59.4338399,5.718291638,154.3880509,VA,Richmond (city),37.546,-77.453
3668,F,Rutland,Produce Clerk,Produce,Kelowna,32.82830008,4.480493765,19.22912465,VT,Rutland,43.61,-72.972
3674,M,Vancouver,Produce Clerk,Produce,Vancouver,13.47751071,3.482466168,0,WA,Clark,45.63,-122.677
3681,M,Vancouver,Produce Clerk,Produce,Vancouver,36.47529923,7.108856682,37.33645066,WA,Clark,45.63,-122.677
3682,F,Surrey,Produce Clerk,Produce,Surrey,38.48340535,3.637634409,17.2267716,ND,Ward,48.236,-101.133
3685,M,Golden,Produce Clerk,Produce,Cranbrook,49.33703915,4.627093976,37.33630531,CO,Jefferson,39.755,-105.221
3688,M,Victoria,Baker,Bakery,Victoria,45.34708909,2.923828023,94.73561415,TX,Victoria,28.799,-97.006
3692,F,Grand Forks,Produce Clerk,Produce,Grand Forks,56.49110918,3.216654256,143.892081,ND,Grand Forks,47.924,-97.031
3694,M,Richmond,Meat Cutter,Meats,Richmond,40.99557917,3.630100122,70.8632214,VA,Richmond (city),37.546,-77.453
3699,F,Trail,Produce Clerk,Produce,Trail,39.33585813,3.169746054,54.96783447,MN,Polk,47.783,-95.698
3701,M,Peachland,Produce Clerk,Produce,Kelowna,27.86127833,2.078881712,0,NC,Anson,34.993,-80.266
3710,M,Vancouver,Produce Clerk,Produce,Vancouver,34.31023884,6.56897151,40.21783255,WA,Clark,45.63,-122.677
3711,F,White Rock,Shelf Stocker,Processed Foods,White Rock,45.23628303,4.304124578,40.99497102,SD,Roberts,45.925,-96.576
3712,F,Vancouver,Produce Clerk,Produce,Vancouver,63.33771284,5.608494268,201.7969357,WA,Clark,45.63,-122.677
3713,M,Richmond,Meat Cutter,Meats,Richmond,61.41311098,6.118146684,140.1133568,VA,Richmond (city),37.546,-77.453
3717,F,Rutland,Produce Clerk,Produce,Kelowna,34.94876365,2.998074833,11.12284997,VT,Rutland,43.61,-72.972
3723,M,Victoria,Produce Clerk,Produce,Victoria,51.57134651,5.875903282,76.12944808,TX,Victoria,28.799,-97.006
3724,F,Victoria,Baker,Bakery,Victoria,31.5569859,2.447787687,55.27943501,TX,Victoria,28.799,-97.006
3727,F,Langley,Produce Clerk,Produce,Langley,28.85200174,3.258411867,12.91464074,WA,Island,48.034,-122.408
3735,F,Victoria,Baker,Bakery,Victoria,27.31163121,2.310764371,0,TX,Victoria,28.799,-97.006
3745,M,Oliver,Produce Clerk,Produce,Kelowna,34.58926086,5.181532327,0,WI,Douglas,46.649,-92.188
3747,M,Surrey,Produce Clerk,Produce,Surrey,61.22499492,5.328224824,129.5607993,ND,Ward,48.236,-101.133
3754,F,Vancouver,Produce Clerk,Produce,Vancouver,42.20396614,4.332220284,79.39641096,WA,Clark,45.63,-122.677
3755,M,Vancouver,Produce Clerk,Produce,Vancouver,34.42467246,2.974602239,0,WA,Clark,45.63,-122.677
3759,M,Vancouver,Produce Clerk,Produce,Vancouver,36.71053935,5.810123713,80.78979992,WA,Clark,45.63,-122.677
3760,M,Langley,Meat Cutter,Meats,Langley,34.54737724,6.477736161,24.98878668,WA,Island,48.034,-122.408
3764,M,Vancouver,Produce Clerk,Produce,Vancouver,18.33001531,7.807422062,0,WA,Clark,45.63,-122.677
3766,M,Richmond,Meat Cutter,Meats,Richmond,56.90000347,6.708284248,115.2612529,VA,Richmond (city),37.546,-77.453
3767,M,Vancouver,Meat Cutter,Meats,Vancouver,36.88527567,6.021379591,49.0159744,WA,Clark,45.63,-122.677
3771,F,Victoria,Produce Clerk,Produce,Victoria,40.23997031,5.494153584,67.7167507,TX,Victoria,28.799,-97.006
3776,M,Vancouver,Produce Clerk,Produce,Vancouver,36.16413806,7.167345832,4.48635322,WA,Clark,45.63,-122.677
3780,M,Langley,Produce Clerk,Produce,Langley,33.9330825,3.887311139,39.09041607,WA,Island,48.034,-122.408
3784,M,Vancouver,Produce Clerk,Produce,Vancouver,35.08232075,5.303245801,27.14759058,WA,Clark,45.63,-122.677
3790,F,Surrey,Produce Clerk,Produce,Surrey,27.76352666,6.566824623,17.69760966,ND,Ward,48.236,-101.133
