EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours
3281,M,Crawford Bay,Meat Cutter,Meats,Cranbrook,Stores,29,4.98,5.59
3282,F,Westbank,Meat Cutter,Meats,Kelowna,Stores,39,5.59,61.41
3283,M,Youbou,Meat Cutter,Meats,Victoria,Stores,42,1.23,16.17
3284,F,Victoria,Baker,Bakery,Victoria,Stores,49,7.47,113.35
3285,F,Vallican,Meat Cutter,Meats,Trail,Stores,31,4.44,2.86
3286,F,Chilliwack,Produce Clerk,Produce,Chilliwack,Stores,38,4.99,9.32
3287,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,49,3.11,80.03
3288,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,35,5.69,35.47
3289,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,48,6.89,117.71
3290,M,Coquitlam,Meat Cutter,Meats,Nanaimo,Stores,39,5.43,46.51
3291,M,Quesnel,Produce Clerk,Produce,Quesnel,Stores,44,3.54,84.85
3292,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,44,5.13,87.28
3293,M,Terrace,Produce Clerk,Produce,Terrace,Stores,38,5.67,25.12
3294,F,Summerland,Produce Clerk,Produce,Kelowna,Stores,54,6.12,133.36
3295,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,17,6.03,0
3296,F,Manning Park,Meat Cutter,Meats,Chilliwack,Stores,40,5.21,84.89
3297,M,Victoria,Baker,Bakery,Victoria,Stores,33,1.99,14.96
3298,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,35,3.35,24.83
3299,F,Prince George,Meat Cutter,Meats,Prince George,Stores,38,4.46,105.72
3300,M,Hope,Produce Clerk,Produce,Chilliwack,Stores,43,3.06,72.15
3301,M,Prince George,Meat Cutter,Meats,Prince George,Stores,34,6.68,0
3302,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,53,3.77,93.83
3303,F,Terrace,Produce Clerk,Produce,Terrace,Stores,27,6.78,0
3304,M,Castlegar,Meat Cutter,Meats,Trail,Stores,45,4.99,114.25
3305,M,Burnaby,Meat Cutter,Meats,Burnaby,Stores,59,4.51,143.7
3306,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,50,4.03,63.97
3307,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47,4.17,69.93
3308,F,Langley,Produce Clerk,Produce,Langley,Stores,31,5.96,48.12
3309,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,51,2.81,105.4
3310,F,Port Coquitlam,Meat Cutter,Meats,Port Coquitlam,Stores,29,3.43,0
3311,F,Barriere,Meat Cutter,Meats,Kamloops,Stores,52,5.76,94.3
3312,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,39,1.45,71.31
3313,M,Salmon Arm,Produce Clerk,Produce,Kamloops,Stores,40,3.94,32.27
3314,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,34,4.02,0
3315,M,Victoria,Baker,Bakery,Victoria,Stores,53,4.48,99.24
3316,F,Campbell River,Produce Clerk,Produce,Nanaimo,Stores,33,4.45,15.24
3317,M,Surrey,Meat Cutter,Meats,Surrey,Stores,36,3.75,38.14
3318,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,45,2.34,53.06
3319,M,Burnaby,Meat Cutter,Meats,Burnaby,Stores,51,6.07,70.29
3320,F,Richmond,Meat Cutter,Meats,Richmond,Stores,32,2.38,38.22
3321,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,32,5.51,36.04
3322,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,38,6.6,52.21
3323,M,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,38,4.99,0
3324,F,Lytton,Meat Cutter,Meats,Kamloops,Stores,35,6.43,58.86
3325,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,46,6.16,38.01
3326,M,Prince George,Meat Cutter,Meats,Prince George,Stores,49,3.37,109.21
3327,F,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,32,2.87,15.23
3328,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,50,5.49,88.01
3329,F,Richmond,Meat Cutter,Meats,Richmond,Stores,30,4.34,14.83
3330,F,Huntingdon,Produce Clerk,Produce,Abbotsford,Stores,39,6.63,84.46
3331,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,41,2.97,14.09
3332,M,Fort St John,Meat Cutter,Meats,Fort St John,Stores,34,4.84,21.31
3333,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,57,2.53,162.58
3334,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,29,7.57,0
3335,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,41,4.95,49.61
3336,F,Qualicum Beach,Produce Clerk,Produce,Nanaimo,Stores,49,4.64,114.29
3337,M,Kelowna,Meat Cutter,Meats,Kelowna,Stores,26,6.57,0
3338,F,Langley,Meat Cutter,Meats,Langley,Stores,45,5.96,75.47
3339,M,Chetwynd,Meat Cutter,Meats,Prince George,Stores,35,6.25,12.41
3340,F,Cranbrook,Meat Cutter,Meats,Cranbrook,Stores,61,5.73,166.56
3341,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38,6.33,28.08
3342,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,51,4.21,84.19
3343,M,Victoria,Meat Cutter,Meats,Victoria,Stores,41,5.11,42.46
3344,F,Richmond,Meat Cutter,Meats,Richmond,Stores,37,5.18,44.76
3345,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43,4.83,83.95
3346,F,Kamloops,Produce Clerk,Produce,Kamloops,Stores,38,4.32,57.66
3347,M,North Vancouver,Produce Clerk,Produce,North Vancouver,Stores,65,2.54,141.66
3348,F,Victoria,Baker,Bakery,Victoria,Stores,33,2.84,42.1
3349,M,Victoria,Meat Cutter,Meats,Victoria,Stores,42,5.16,54.41
3350,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,21,8.02,0
3351,F,Chetwynd,Meat Cutter,Meats,Prince George,Stores,51,4.5,105.99
3352,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,55,5.76,103.95
3353,M,Surrey,Produce Clerk,Produce,Surrey,Stores,65,2.62,127.8
3354,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41,4.9,44.1
3355,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,55,4.48,89.3
3356,F,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,40,3.17,36.68
3357,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,60,6.51,128.12
3358,F,Fulford Harbour,Meat Cutter,Meats,Victoria,Stores,59,2.86,163.91
3359,M,Christina Lake,Produce Manager,Produce,Grand Forks,Stores,33,5.15,0
3360,M,Victoria,Baker,Bakery,Victoria,Stores,44,3.77,33.34
3361,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40,5.51,51.96
3362,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43,4.78,35.61
3363,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,46,5.12,94.04
3364,M,Peachland,Meat Cutter,Meats,Kelowna,Stores,49,1.9,120.77
3365,M,Qualicum Beach,Produce Clerk,Produce,Nanaimo,Stores,34,6.83,0
3366,F,Creston,Produce Clerk,Produce,Cranbrook,Stores,50,4.76,103.21
3367,M,Mcleese Lake,Meat Cutter,Meats,Williams Lake,Stores,27,3.6,0
3368,F,Salmon Valley,Meat Cutter,Meats,Prince George,Stores,45,5.11,79.26
3369,F,Comox,Produce Clerk,Produce,Nanaimo,Stores,46,5.21,91.92
3370,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,49,4.95,121.25
3371,F,Castlegar,Meat Cutter,Meats,Trail,Stores,34,4.85,22.48
3372,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,61,4.48,139.35
3373,M,Surrey,Produce Clerk,Produce,Surrey,Stores,36,6.93,0
3374,M,Burnaby,Meat Cutter,Meats,Burnaby,Stores,38,1.39,48.89
3375,M,Kamloops,Produce Clerk,Produce,Kamloops,Stores,39,6.43,9.83
3376,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43,4.42,30.26
3377,M,New Westminister,Dairy Person,Dairy,New Westminister,Stores,37,3.87,0
3378,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,40,4.46,18.08
3379,F,Winfield,Meat Cutter,Meats,Kelowna,Stores,33,4.17,0.78
3380,M,Kelowna,Meat Cutter,Meats,Kelowna,Stores,34,3.6,18.98
3381,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43,2.89,38.37
3382,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,38,1.85,69.05
3383,F,Burnaby,Meat Cutter,Meats,Burnaby,Stores,27,3.76,0
3384,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,34,4.52,28.09
3385,F,Port Renfrew,Baker,Bakery,Victoria,Stores,32,4.17,31.96
3386,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,37,5.28,35.2
3387,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43,5.9,59.73
3388,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,36,2.36,0
3389,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,30,5.09,27.01
3390,F,Prince George,Meat Cutter,Meats,Prince George,Stores,53,5.48,149.73
3391,F,Dragon Lake,Meat Cutter,Meats,Quesnel,Stores,45,5.14,77.33
3392,F,Vernon,Produce Clerk,Produce,Vernon,Stores,42,4.21,77.23
3393,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40,2.38,94.53
3394,M,Penticton,Produce Clerk,Produce,Kelowna,Stores,57,3.61,133.13
3395,F,Whistler,Produce Clerk,Produce,Squamish,Stores,35,4.11,29.13
3396,M,Nelson,Produce Clerk,Produce,Nelson,Stores,48,5.68,96.79
3397,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,44,5.85,44.66
3398,M,Port Alberni,Meat Cutter,Meats,Nanaimo,Stores,44,4.48,104.09
3399,M,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,46,4.32,79.65
3400,M,Kelowna,Meat Cutter,Meats,Kelowna,Stores,34,7.12,35.12
3401,F,Victoria,Meat Cutter,Meats,Victoria,Stores,55,4.89,127.04
3402,M,Sparwood,Meat Cutter,Meats,Cranbrook,Stores,31,3.45,10.28
3403,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,48,3.13,142.1
3404,F,Lakeview Heights,Meat Cutter,Meats,Kelowna,Stores,28,5.72,0
3405,F,Trail,Meat Cutter,Meats,Trail,Stores,32,0.48,0
3406,M,Surrey,Meat Cutter,Meats,Surrey,Stores,39,4.94,44.07
3407,F,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,35,7.43,13.38
3408,F,Cranbrook,Produce Clerk,Produce,Cranbrook,Stores,41,4.46,49
3409,M,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,53,3.67,121.22
3410,F,Port Mcneill,Meat Cutter,Meats,Nanaimo,Stores,39,2.68,98.9
3411,M,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,38,4.87,46.03
3412,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,38,5.59,15.43
3413,F,Fort Langley,Produce Clerk,Produce,Langley,Stores,49,1.6,86.36
3414,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,50,6.86,91.39
3415,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,46,5.36,91.96
3416,F,Trail,Meat Cutter,Meats,Trail,Stores,48,2.97,98.64
3417,F,Aiyansh,Meat Cutter,Meats,Terrace,Stores,64,3.09,167.54
3418,M,Kamloops,Meat Cutter,Meats,Kamloops,Stores,45,2.45,44.23
3419,F,Campbell River,Produce Clerk,Produce,Nanaimo,Stores,42,4.46,44.54
3420,M,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,46,5.77,19.14
3421,F,Bob Quinn Lake,Produce Clerk,Produce,Terrace,Stores,49,6.67,142.13
3422,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,31,4.08,0
3423,M,Surrey,Produce Clerk,Produce,Surrey,Stores,42,5,87.51
3424,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43,5.99,95.77
3425,M,Parson,Meat Cutter,Meats,Cranbrook,Stores,56,5.64,124.86
3426,F,South Slocan,Meat Cutter,Meats,Trail,Stores,35,3.43,24.94
3427,F,Coquitlam,Produce Clerk,Produce,Nanaimo,Stores,35,3.48,27.09
3428,F,Langley,Produce Clerk,Produce,Langley,Stores,46,6.44,79.68
3429,F,New Westminister,Meat Cutter,Meats,New Westminister,Stores,42,6.58,102.49
3430,F,Penticton,Meat Cutter,Meats,Kelowna,Stores,44,4.99,95.37
3431,F,Kaslo,Meat Cutter,Meats,Cranbrook,Stores,31,3.15,0
3432,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47,5.04,41.04
3433,M,Victoria,Baker,Bakery,Victoria,Stores,52,4.31,132.82
3434,M,Fort Fraser,Meat Cutter,Meats,Prince George,Stores,66,2.32,172.64
3435,F,Victoria,Meat Cutter,Meats,Victoria,Stores,43,5.22,78.01
3436,F,Summerland,Meat Cutter,Meats,Kelowna,Stores,45,5.48,61.73
3437,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,56,2.32,178.5
3438,M,Wynndel,Produce Clerk,Produce,Cranbrook,Stores,58,4.74,135.84
3439,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,36,6.66,12.71
3440,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,37,3.28,32.99
3441,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43,2.45,69.4
3442,M,Victoria,Meat Cutter,Meats,Victoria,Stores,44,7.16,39.51
3443,M,Surrey,Produce Clerk,Produce,Surrey,Stores,37,6.38,0
3444,M,Victoria,Meat Cutter,Meats,Victoria,Stores,49,4.38,32.53
3445,M,Vernon,Produce Clerk,Produce,Vernon,Stores,53,2.89,5.1
3446,M,Port Hardy,Produce Clerk,Produce,Nanaimo,Stores,40,5.06,22.43
3447,F,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,45,2.7,28.63
3448,M,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,45,4.79,77.64
3449,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,18,3.75,0
3450,M,Fort St John,Meat Cutter,Meats,Fort St John,Stores,42,4.34,18.89
3451,M,West Vancouver,Meat Cutter,Meats,West Vancouver,Stores,64,5.96,131.27
3452,M,Port Coquitlam,Produce Clerk,Produce,Port Coquitlam,Stores,38,4.7,35.04
3453,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,38,1.63,64.1
3454,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,44,5.1,39.62
3455,F,Fort St James,Meat Cutter,Meats,Prince George,Stores,38,3.69,91.31
3456,M,Creston,Meat Cutter,Meats,Cranbrook,Stores,47,1.84,51.55
3457,M,Alexis Creek,Produce Clerk,Produce,Williams Lake,Stores,34,6.13,15.59
3458,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,53,3.01,102.08
3459,M,North Vancouver,Produce Clerk,Produce,North Vancouver,Stores,29,7.54,0
3460,M,Taylor,Produce Clerk,Produce,Fort St John,Stores,43,5.07,87.25
3461,M,Comox,Produce Clerk,Produce,Nanaimo,Stores,41,3.3,30.31
3462,F,Oyster River,Produce Clerk,Produce,Nanaimo,Stores,66,2.9,193.18
3463,M,Victoria,Baker,Bakery,Victoria,Stores,45,6.36,76.42
3464,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,23,6.41,0
3465,F,Cranbrook,Produce Clerk,Produce,Cranbrook,Stores,47,5.61,78.85
3466,F,Langley,Produce Clerk,Produce,Langley,Stores,36,4.5,66.43
3467,F,Richmond,Meat Cutter,Meats,Richmond,Stores,46,2.92,33.95
3468,M,Montney,Meat Cutter,Meats,Fort St John,Stores,51,3.36,94.63
3469,F,Smithers,Produce Clerk,Produce,Terrace,Stores,62,4.29,162.64
3470,F,Abbotsford,Produce Clerk,Produce,Abbotsford,Stores,32,4.07,0
3471,F,Surrey,Produce Clerk,Produce,Surrey,Stores,60,5.29,182.48
3472,M,Cluculz Lake,Produce Clerk,Produce,Prince George,Stores,36,4.65,16.65
3473,M,Kelowna,Produce Clerk,Produce,Kelowna,Stores,36,4.58,2.89
3474,M,Nelson,Produce Clerk,Produce,Nelson,Stores,37,4.4,5.69
3475,F,Skookumchuck,Meat Cutter,Meats,Nanaimo,Stores,45,6.47,82.65
3476,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,39,1.73,24.9
3477,F,Victoria,Meat Cutter,Meats,Victoria,Stores,51,5.11,78.89
3478,M,Williams Lake,Produce Clerk,Produce,Williams Lake,Stores,39,4.6,40.54
3479,M,Victoria,Meat Cutter,Meats,Victoria,Stores,43,5.99,88.19
3480,M,Okanagan Falls,Cashier,Customer Service,Bella Bella,Stores,43,3.88,16.71
3481,F,Nakusp,Produce Clerk,Produce,Nelson,Stores,38,5.33,74.39
3482,F,Richmond,Meat Cutter,Meats,Richmond,Stores,29,4.1,8.24
3483,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,39,6.02,55.02
3484,F,Salmon Arm,Produce Clerk,Produce,Kamloops,Stores,51,3.96,114.5
3485,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,43,3.36,49.45
3486,M,Surrey,Produce Clerk,Produce,Surrey,Stores,51,6.92,68.65
3487,F,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,43,3.05,43.28
3488,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,37,3.38,0
3489,M,Riske Creek,Produce Clerk,Produce,Williams Lake,Stores,63,3.86,141.73
3490,F,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,40,5.29,86.36
3491,F,Fruitvale,Meat Cutter,Meats,Kelowna,Stores,44,4.94,124.72
3492,F,Victoria,Meat Cutter,Meats,Victoria,Stores,47,5.53,78.32
3493,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,27,5.28,0
3494,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41,2.99,0
3495,F,Huntingdon,Meat Cutter,Meats,Abbotsford,Stores,26,5.17,0
3496,F,Westbank,Meat Cutter,Meats,Kelowna,Stores,46,6.79,92.73
3497,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,31,4.91,28.53
3498,M,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,64,4.41,123.67
3499,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,51,5.36,147.82
3500,M,Trail,Produce Clerk,Produce,Trail,Stores,57,3.78,124.35
3501,F,Surrey,Produce Clerk,Produce,Surrey,Stores,49,6.77,103.05
3502,M,Surrey,Produce Clerk,Produce,Surrey,Stores,38,5.45,42.72
3503,M,Fort Nelson,Processed Foods Manager,Processed Foods,Fort Nelson,Stores,42,4.82,62.95
3504,F,Wildwood,Produce Clerk,Produce,Nanaimo,Stores,47,5.58,66.24
3505,M,Victoria,Meat Cutter,Meats,Victoria,Stores,50,4.62,99.97
3506,F,Victoria,Produce Clerk,Produce,Victoria,Stores,43,4.1,96.98
3507,M,Lakeview Heights,Meat Cutter,Meats,Kelowna,Stores,48,4.87,80.12
3508,M,Richmond,Meat Cutter,Meats,Richmond,Stores,48,6.32,74.89
3509,F,Terrace,Meat Cutter,Meats,Terrace,Stores,61,4.1,146.76
3510,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41,3.65,73.02
3511,F,Fort St John,Produce Clerk,Produce,Fort St John,Stores,46,6.82,90.47
3512,F,Hedley,Produce Clerk,Produce,Princeton,Stores,50,3.59,63.85
3513,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,45,2.43,104.11
3514,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41,2.02,53.65
3515,F,Richmond,Meat Cutter,Meats,Richmond,Stores,46,6.38,112.75
3516,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,46,3.95,67.14
3517,F,Midway,Produce Clerk,Produce,Trail,Stores,47,3.29,93.42
3518,F,Langley,Produce Clerk,Produce,Langley,Stores,47,5.95,95.58
3519,F,Terrace,Meat Cutter,Meats,Terrace,Stores,37,4.96,46.7
3520,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,42,2.35,38.29
3521,F,Aldergrove,Produce Clerk,Produce,Aldergrove,Stores,36,3.09,79.21
3522,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,42,3.56,121.65
3523,F,Fernie,Meat Cutter,Meats,Cranbrook,Stores,32,4.09,0
3524,M,Kamloops,Meat Cutter,Meats,Kamloops,Stores,27,4.76,0
3525,M,Victoria,Baker,Bakery,Victoria,Stores,55,3.09,106.51
3526,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,53,7.06,75.84
3527,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,35,3.8,23.81
3528,F,Penticton,Meat Cutter,Meats,Kelowna,Stores,49,5.81,114.92
3529,M,Dragon Lake,Meat Cutter,Meats,Quesnel,Stores,59,6.88,120.94
3530,M,Langley,Meat Cutter,Meats,Langley,Stores,53,4.98,96.87
3531,F,Victoria,Baker,Bakery,Victoria,Stores,33,4.31,0
3532,M,Kitimat,Produce Clerk,Produce,Terrace,Stores,39,5.81,24.7
3533,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,50,2.45,109.18
3534,M,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,53,3.22,121.22
3535,M,Abbotsford,Produce Clerk,Produce,Abbotsford,Stores,39,3.58,70.51
3536,M,Port Coquitlam,Produce Clerk,Produce,Port Coquitlam,Stores,36,5.42,73.19
3537,F,Duncan,Produce Clerk,Produce,Quesnel,Stores,40,8.07,69.77
3538,M,Trail,Produce Clerk,Produce,Trail,Stores,33,3.2,0
3539,F,Port Alberni,Produce Clerk,Produce,Nanaimo,Stores,30,3.59,0
3540,M,Victoria,Baker,Bakery,Victoria,Stores,53,4.62,93.3
3541,F,Richmond,Meat Cutter,Meats,Richmond,Stores,37,5.07,50.38
3542,M,Burnaby,Meat Cutter,Meats,Burnaby,Stores,37,5.37,48.77
3543,F,Summerland,Produce Clerk,Produce,Kelowna,Stores,35,4.22,0
3544,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,24,4.55,17.85
3545,F,Terrace,Produce Clerk,Produce,Terrace,Stores,40,3.61,27.05
3546,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,42,2.14,65.71
3547,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,27,4.88,0
3548,M,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,56,4.07,155.23
3549,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,54,5.17,112.42
3550,F,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,40,4.53,74.19
3551,F,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,54,4.01,119.46
3552,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,37,1.9,31.59
3553,M,Chief Lake,Produce Clerk,Produce,Prince George,Stores,39,6.32,33.37
3554,F,Richmond,Produce Clerk,Produce,Richmond,Stores,42,4.42,89.36
3555,M,Victoria,Baker,Bakery,Victoria,Stores,62,5.74,169.02
3556,F,Victoria,Produce Clerk,Produce,Victoria,Stores,30,4.77,0
3557,M,Elkford,Meat Cutter,Meats,Cranbrook,Stores,49,2.97,108.76
3558,M,Burnaby,Shelf Stocker,Processed Foods,Burnaby,Stores,42,7.32,52.14
3559,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,42,3.69,18.58
3560,M,Willow Point,Meat Cutter,Meats,Trail,Stores,50,3.45,84.49
3561,F,Campbell River,Produce Clerk,Produce,Nanaimo,Stores,36,3.8,76.77
3562,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,55,5.24,133.15
3563,F,Surrey,Produce Clerk,Produce,Surrey,Stores,37,4.62,57.61
3564,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,38,3.31,25.12
3565,M,Cranbrook,Meat Cutter,Meats,Cranbrook,Stores,21,4.63,0
3566,M,Topley,Meat Cutter,Meats,Prince George,Stores,49,3.12,69.98
3567,F,Spences Bridge,Meat Cutter,Meats,Kamloops,Stores,32,2.56,3.95
3568,M,Castlegar,Produce Clerk,Produce,Trail,Stores,58,4.72,142.54
3569,M,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,49,5.28,73.65
3570,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,53,4.32,69.72
3571,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,44,7.24,17.41
3572,F,New Westminster,Produce Clerk,Produce,New Westminster,Stores,53,4.63,80.62
3573,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,29,2.4,40.73
3574,F,Salmon Arm,Meat Cutter,Meats,Kamloops,Stores,52,4.16,138.83
3575,M,Hixon,Produce Clerk,Produce,Prince George,Stores,24,4.59,0
3576,M,Victoria,Baker,Bakery,Victoria,Stores,42,3.8,92.11
3577,M,Coquitlam,Produce Clerk,Produce,Nanaimo,Stores,31,0.74,0
3578,F,Logan Lake,Produce Clerk,Produce,Kamloops,Stores,38,3.62,68.84
3579,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,53,2.32,117.25
3580,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,33,3.26,0
3581,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,61,4.92,112.93
3582,F,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,40,0.27,36.33
3583,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,51,5.56,107.28
3584,M,Fort Langley,Produce Clerk,Produce,Langley,Stores,49,3.94,28.89
3585,F,Oliver,Produce Clerk,Produce,Kelowna,Stores,17,4.97,0
3586,M,Chilliwack,Meat Cutter,Meats,Chilliwack,Stores,28,3.48,0
3587,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,28,4.64,0
3588,F,Richmond,Produce Clerk,Produce,Richmond,Stores,55,5.65,98.34
3589,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47,4.63,34.65
3590,M,Good Hope Lake,Produce Clerk,Produce,Terrace,Stores,31,7.41,0
3591,M,Huntingdon,Meat Cutter,Meats,Abbotsford,Stores,42,6.88,56.01
3592,F,Nanaimo,Produce Clerk,Produce,Nanaimo,Stores,47,5.28,59.1
3593,F,Williams Lake,Produce Clerk,Produce,Williams Lake,Stores,44,4.6,56.2
3594,M,Penticton,Meat Cutter,Meats,Kelowna,Stores,47,1.54,51.26
3595,F,Richmond,Meat Cutter,Meats,Richmond,Stores,48,4.68,125.15
3596,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,52,5.93,81.24
3597,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,24,3.15,0
3598,F,Victoria,Baker,Bakery,Victoria,Stores,36,7.61,14.02
3599,F,Black Point,Produce Clerk,Produce,Vernon,Stores,34,4.07,0
3600,M,Fraser Lake,Meat Cutter,Meats,Prince George,Stores,40,7.73,68.65
3601,M,Port Edward,Meat Cutter,Meats,Terrace,Stores,43,4.65,58
3602,F,Castlegar,Produce Clerk,Produce,Trail,Stores,61,7.76,170.24
3603,M,Qualicum Beach,Produce Clerk,Produce,Nanaimo,Stores,51,2.48,85.45
3604,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,46,5.16,94.57
3605,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,36,3.44,58.54
3606,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,28,5.72,10
3607,M,New Westminster,Produce Clerk,Produce,New Westminster,Stores,45,4.38,74.45
3608,F,Jaffray,Meat Cutter,Meats,Cranbrook,Stores,30,5.46,0
